# Dataset: comisiones_paridad
# Generado: 2026-05-24 01:25
# Filas: 2236
# Fuente: Composición de comisiones permanentes — HCDN
# URL fuente: https://www.hcdn.gob.ar/comisiones/permanentes/
# Método: Scraping de páginas /integrantes.html. Snapshots históricos via Wayback Machine. Género inferido del nombre para snapshots sin padrón cargado
# Licencia: CC BY 4.0 — citar como: Quórum (2026), Observatorio de Comportamiento Parlamentario Nacional
#
comision_slug,comision_nombre,categoria_tematica,camara,cargo_canonico,cargo_crudo,orden_jerarquico,diputado_slug,apellido,nombre,bloque,distrito,genero,fecha_nacimiento,profesion_categoria
cpydhumano,POBLACION Y DESARROLLO HUMANO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,hurien,Urien,Hernán,LA LIBERTAD AVANZA,BUENOS AIRES,M,1988-11-09,Trabajo y Oficios
cpydhumano,POBLACION Y DESARROLLO HUMANO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,yvega,Vega,Yolanda,INNOVACIÓN FEDERAL,SALTA,F,1967-07-20,Agropecuario
cpydhumano,POBLACION Y DESARROLLO HUMANO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,pyedlin,Yedlin,Pablo Raúl,UNIÓN POR LA PATRIA,TUCUMAN,M,1966-07-16,Salud
cpydhumano,POBLACION Y DESARROLLO HUMANO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,myeza,Yeza,Martín,PRO,BUENOS AIRES,M,1986-01-03,Otras / Sin definir
cpydhumano,POBLACION Y DESARROLLO HUMANO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,mzigaran,Zigarán,María Inés,PROVINCIAS UNIDAS,JUJUY,F,1970-01-16,Comunicación y Periodismo
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,presidente,PRESIDENTE,1,abenegasl,Benegas Lynch,Bertie,LA LIBERTAD AVANZA,BUENOS AIRES,M,1967-11-04,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vicepresidente_1,VICEPRESIDENTE 1ª,2,ccastagneto,Castagneto,Carlos Daniel,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1960-11-01,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vicepresidente_2,VICEPRESIDENTE 2ª,3,dfernandezm,Fernández Molero,Daiana,PRO,CIUDAD DE BUENOS AIRES,F,1985-10-04,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,secretario,SECRETARIO,5,agonzales,Gonzales,Alfredo,LA LIBERTAD AVANZA,JUJUY,M,1988-04-20,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,secretario,SECRETARIO,5,jumoreno,Moreno Ovalle,Julio,LA LIBERTAD AVANZA,SALTA,M,1954-10-26,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,calmiron,Almirón,Lisandro,LA LIBERTAD AVANZA,CORRIENTES,M,1973-12-06,Derecho
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,candino,Andino,Cristian,UNIÓN POR LA PATRIA,SAN JUAN,M,1973-05-02,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,mbecerra,Becerra,Mónica,LA LIBERTAD AVANZA,SAN LUIS,F,1974-06-16,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,gbordet,Bordet,Gustavo,UNIÓN POR LA PATRIA,ENTRE RIOS,M,1962-02-21,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,scasas,Casas,Sergio Guillermo,UNIÓN POR LA PATRIA,LA RIOJA,M,1965-02-19,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,fcorreal,Correa Llano,Facundo,LA LIBERTAD AVANZA,MENDOZA,M,1979-04-06,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,fdeandreis,De Andreis,Fernando,PRO,CIUDAD DE BUENOS AIRES,M,1976-01-10,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,mdelarosa,De La Rosa,María Graciela,UNIÓN POR LA PATRIA,FORMOSA,F,1955-07-22,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,emfernandez,Fernández,Elia Marina,INDEPENDENCIA,TUCUMAN,F,1965-02-27,Educación y Docencia
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,afreites,Freites,Andrea,UNIÓN POR LA PATRIA,TIERRA DEL FUEGO,M,1977-02-11,Educación y Docencia
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,igarciaa,García Aresca,Ignacio,PROVINCIAS UNIDAS,CORDOBA,M,1969-08-24,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,sgiudici,Giudici,Silvana,LA LIBERTAD AVANZA,CIUDAD DE BUENOS AIRES,F,1965-04-19,Otras / Sin definir
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,ihagman,Hagman,Itai,UNIÓN POR LA PATRIA,CIUDAD DE BUENOS AIRES,M,1983-02-13,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,dhartfield,Hartfield,Diego,LA LIBERTAD AVANZA,MISIONES,M,1981-01-31,Empresa y Comercio
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,,Herrera Ahuad,Oscar A.,INNOVACIÓN FEDERAL,MISIONES,,,
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,mhuesen,Huesen,Gerardo,LA LIBERTAD AVANZA,TUCUMAN,M,1980-03-21,Empresa y Comercio
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,aianni,Ianni,Ana María,UNIÓN POR LA PATRIA,SANTA CRUZ,F,1969-09-21,Educación y Docencia
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,lbolukalol,Lemoine,Lilia,LA LIBERTAD AVANZA,BUENOS AIRES,F,1980-11-07,Ingeniería y Técnicas
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,mmacyszyn,Macyszyn,Lorena,LA LIBERTAD AVANZA,BUENOS AIRES,F,1978-07-28,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,amartinez,Martínez,Álvaro,LA LIBERTAD AVANZA,MENDOZA,M,1986-11-13,Derecho
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,nmassot,Massot,Nicolás,ENCUENTRO FEDERAL,BUENOS AIRES,M,1984-07-16,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,mmetrala,Metral Asensio,Julieta,LA LIBERTAD AVANZA,MENDOZA,F,1989-08-23,Derecho
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,gmichel,Michel,Guillermo,UNIÓN POR LA PATRIA,ENTRE RIOS,M,1977-03-05,Derecho
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,fmorchio,Morchio,Francisco,LA LIBERTAD AVANZA,ENTRE RIOS,M,1975-05-25,Agropecuario
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,jmukdise,Mukdise,Jorge,UNIÓN POR LA PATRIA,SANTIAGO DEL ESTERO,M,1972-12-23,Derecho
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,lnieri,Nieri,Lisandro,UCR - UNIÓN CÍVICA RADICAL,MENDOZA,M,1972-06-12,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,dnoblega,Nóblega,Sebastián,ELIJO CATAMARCA,CATAMARCA,M,1983-09-19,Derecho
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,cpalladino,Palladino,Claudia María,UNIÓN POR LA PATRIA,CATAMARCA,F,1965-08-07,Salud
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,mpatinob,Patiño Brizuela,Marcos,LA LIBERTAD AVANZA,CORDOBA,M,1977-11-14,Derecho
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,npiconm,Picón Martínez,Nancy Viviana,PRODUCCION Y TRABAJO,SAN JUAN,F,1975-12-05,Derecho
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,lpotenza,Potenza,Luciana,UNIÓN POR LA PATRIA,BUENOS AIRES,F,1994-11-01,Derecho
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,arauschenberger,Rauschenberger,Ariel,UNIÓN POR LA PATRIA,LA PAMPA,M,1966-04-23,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,aravier,Ravier,Adrián,LA LIBERTAD AVANZA,LA PAMPA,M,1978-11-29,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,jrizzotti,Rizzotti,Jorge,PROVINCIAS UNIDAS,JUJUY,M,1962-02-02,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,lrodriguezm,Rodríguez Machado,Laura Elena,LA LIBERTAD AVANZA,CORDOBA,F,1962-04-09,Derecho
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,arossi,Rossi,Agustín Oscar,UNIÓN POR LA PATRIA,SANTA FE,M,1959-10-18,Ingeniería y Técnicas
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,sselva,Selva,Sabrina,UNIÓN POR LA PATRIA,BUENOS AIRES,F,1986-12-29,Derecho
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,jstrada,Strada,Julia,UNIÓN POR LA PATRIA,BUENOS AIRES,F,1989-05-26,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,vtolosap,Tolosa Paz,Victoria,UNIÓN POR LA PATRIA,BUENOS AIRES,F,1973-06-24,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,ctreffinger,Treffinger,César,LA LIBERTAD AVANZA,CHUBUT,M,1975-08-14,Empresa y Comercio
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,gvisconti,Visconti,Gino,LA LIBERTAD AVANZA,LA RIOJA,M,1993-12-14,Economía y Contabilidad
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,pyedlin,Yedlin,Pablo Raúl,UNIÓN POR LA PATRIA,TUCUMAN,M,1966-07-16,Salud
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,ozago,Zago,Oscar,MID - MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO,CIUDAD DE BUENOS AIRES,M,1963-11-13,Otras / Sin definir
cpyhacienda,PRESUPUESTO Y HACIENDA,Economía y Hacienda,diputados,vocal,VOCAL,6,czapata,Zapata,Carlos Raúl,LA LIBERTAD AVANZA,SALTA,M,1957-01-30,Economía y Contabilidad
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,presidente,PRESIDENTA,1,vtolosap,Tolosa Paz,Victoria,UNIÓN POR LA PATRIA,BUENOS AIRES,F,1973-06-24,Economía y Contabilidad
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vicepresidente_1,VICEPRESIDENTE 1ª,2,kmaureira,Maureira,Karina,LA NEUQUINIDAD,NEUQUEN,F,1971-05-29,Comunicación y Periodismo
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,secretario,SECRETARIO,5,rmino,Miño,Fernanda,UNIÓN POR LA PATRIA,BUENOS AIRES,F,1974-07-19,Educación y Docencia
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,calmena,Almena,Carlos Alberto,LA LIBERTAD AVANZA,SAN LUIS,M,1968-04-06,Ingeniería y Técnicas
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,bandreussi,Andreussi,Barbara,LA LIBERTAD AVANZA,JUJUY,F,1965-11-22,Otras / Sin definir
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,mbarbur,Barbur,Marcelo,UNIÓN POR LA PATRIA,SANTIAGO DEL ESTERO,M,1967-10-09,Salud
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,bbiellac,Biella,Bernardo,INNOVACIÓN FEDERAL,SALTA,M,1963-01-31,Salud
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,ebruno,Bruno,Eliana,LA LIBERTAD AVANZA,SALTA,F,1988-08-31,Economía y Contabilidad
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,gcipolini,Cipolini,Gerardo,UCR - UNIÓN CÍVICA RADICAL,CHACO,M,1943-03-29,Economía y Contabilidad
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,fcorreal,Correa Llano,Facundo,LA LIBERTAD AVANZA,MENDOZA,M,1979-04-06,Economía y Contabilidad
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,lcampora,Cámpora,Lucía,UNIÓN POR LA PATRIA,CIUDAD DE BUENOS AIRES,F,1990-12-25,Derecho
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,mdesensi,De Sensi,María Florencia,PRO,BUENOS AIRES,F,1988-01-22,Derecho
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,pfarias,Farías,Pablo,PROVINCIAS UNIDAS,SANTA FE,M,1969-07-24,Derecho
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,mfrade,Frade,Mónica,COALICION CIVICA,BUENOS AIRES,F,1958-09-29,Derecho
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,agiampieri,Giampieri,Antonela,PRO,CIUDAD DE BUENOS AIRES,F,1988-09-20,Derecho
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,jglinski,Glinski,José,UNIÓN POR LA PATRIA,CHUBUT,M,1980-08-05,Ciencias Sociales y Políticas
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,crgutierrez,Gutiérrez,Ramiro,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1967-04-01,Derecho
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,gpmartinez,Martínez,Germán Pedro,UNIÓN POR LA PATRIA,SANTA FE,M,1975-02-22,Ciencias Sociales y Políticas
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,mmolle,Molle,Matías,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1976-12-05,Otras / Sin definir
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,mmondaca,Mondaca,Soledad,LA LIBERTAD AVANZA,NEUQUEN,F,1985-01-30,Comunicación y Periodismo
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,jpmontenegro,Montenegro,Juan Pablo,LA LIBERTAD AVANZA,SANTA FE,M,1978-06-24,Derecho
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,fpelli,Pelli,Federico Agustín,LA LIBERTAD AVANZA,TUCUMAN,M,1985-06-23,Economía y Contabilidad
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,ppenacca,Penacca,Paula Andrea,UNIÓN POR LA PATRIA,CIUDAD DE BUENOS AIRES,F,1981-04-27,Servicios Públicos / Funcionario
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,mpetrovich,Petrovich,María Lorena,LA LIBERTAD AVANZA,BUENOS AIRES,F,1979-10-23,Comunicación y Periodismo
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,hpietragallac,Pietragalla Corti,Horacio,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1976-03-11,Otras / Sin definir
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,vravera,Ravera,Valentina,LA LIBERTAD AVANZA,SANTA FE,F,2000-10-20,Estudiante
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,lurodriguez,Rodríguez,Miguel,LA LIBERTAD AVANZA,TIERRA DEL FUEGO,M,1986-06-21,Empresa y Comercio
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,gscaglia,Scaglia,Gisela,PROVINCIAS UNIDAS,SANTA FE,F,1976-10-22,Ciencias Sociales y Políticas
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,lsoldano,Soldano,Laura,LA LIBERTAD AVANZA,CORDOBA,F,1980-09-22,Empresa y Comercio
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,avera,Vera,Andrea Fernanda,LA LIBERTAD AVANZA,BUENOS AIRES,M,1994-07-16,Salud
cdrogadiccion,PREVENCION DE ADICCIONES Y CONTROL DEL NARCOTRAFICO,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,pyedlin,Yedlin,Pablo Raúl,UNIÓN POR LA PATRIA,TUCUMAN,M,1966-07-16,Salud
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,presidente,PRESIDENTE,1,pansaloni,Ansaloni,Pablo,LA LIBERTAD AVANZA,BUENOS AIRES,M,1971-05-09,Trabajo y Oficios
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vicepresidente_1,VICEPRESIDENTE 1ª,2,ltorres,Torres,Alejandra,PROVINCIAS UNIDAS,CORDOBA,F,1960-12-12,Derecho
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vicepresidente_2,VICEPRESIDENTE 2ª,3,kolmos,Olmos,Kelly,UNIÓN POR LA PATRIA,CIUDAD DE BUENOS AIRES,F,1952-07-08,Economía y Contabilidad
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,mbecerra,Becerra,Mónica,LA LIBERTAD AVANZA,SAN LUIS,F,1974-06-16,Economía y Contabilidad
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,scapozzi,Capozzi,Sergio Eduardo,PROVINCIAS UNIDAS,RIO NEGRO,M,1953-10-31,Derecho
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,ndelcano,Del Caño,Nicolás,PTS-FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD,BUENOS AIRES,M,1980-02-06,Servicios Públicos / Funcionario
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,mrfrias,Frias,Maira,LA LIBERTAD AVANZA,CHUBUT,F,1987-06-15,Derecho
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,jgarrido,Garrido,José Luis,POR SANTA CRUZ,SANTA CRUZ,M,1969-05-13,Trabajo y Oficios
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,digonzalez,González,Diógenes Ignacio,UCR - UNIÓN CÍVICA RADICAL,CORRIENTES,M,1965-08-21,Derecho
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,ihagman,Hagman,Itai,UNIÓN POR LA PATRIA,CIUDAD DE BUENOS AIRES,M,1983-02-13,Economía y Contabilidad
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,ghumenuk,Humenuk,Gladys,LA LIBERTAD AVANZA,BUENOS AIRES,F,1973-01-01,Economía y Contabilidad
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,aleiva,Leiva,Aldo,UNIÓN POR LA PATRIA,CHACO,M,1963-01-10,Trabajo y Oficios
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,mlousteau,Lousteau,Martín,PROVINCIAS UNIDAS,CIUDAD DE BUENOS AIRES,M,1970-12-08,Economía y Contabilidad
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,mmacyszyn,Macyszyn,Lorena,LA LIBERTAD AVANZA,BUENOS AIRES,F,1978-07-28,Economía y Contabilidad
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,jmarino,Marino,Juan,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1987-11-25,Otras / Sin definir
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,mmetrala,Metral Asensio,Julieta,LA LIBERTAD AVANZA,MENDOZA,F,1989-08-23,Derecho
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,mmolinuevo,Molinuevo,Soledad,LA LIBERTAD AVANZA,TUCUMAN,F,1973-05-03,Derecho
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,mmondaca,Mondaca,Soledad,LA LIBERTAD AVANZA,NEUQUEN,F,1985-01-30,Comunicación y Periodismo
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,hmoyano,Moyano,Hugo Antonio,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1983-09-26,Derecho
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,gmunoz,Muñoz,Gabriela Luciana,LA LIBERTAD AVANZA,NEUQUEN,F,1990-02-27,Artes y Cultura
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,spalazzo,Palazzo,Sergio Omar,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1962-04-05,Otras / Sin definir
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,aravier,Ravier,Adrián,LA LIBERTAD AVANZA,LA PAMPA,M,1978-11-29,Economía y Contabilidad
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,vsiley,Siley,Vanesa Raquel,UNIÓN POR LA PATRIA,BUENOS AIRES,F,1984-08-19,Derecho
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,ptodero,Todero,Pablo,UNIÓN POR LA PATRIA,NEUQUEN,M,1972-02-07,Otras / Sin definir
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,ytomassoni,Tomassoni,Yamile,LA LIBERTAD AVANZA,SANTA FE,F,1978-05-27,Educación y Docencia
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,hurien,Urien,Hernán,LA LIBERTAD AVANZA,BUENOS AIRES,M,1988-11-09,Trabajo y Oficios
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,mevelazquez,Velázquez,M. Elena,UNIÓN POR LA PATRIA,BUENOS AIRES,F,1968-09-18,Empresa y Comercio
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,hyasky,Yasky,Hugo,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1949-10-10,Educación y Docencia
cpyssocial,PREVISION Y SEGURIDAD SOCIAL,Economía y Hacienda,diputados,vocal,VOCAL,6,myeza,Yeza,Martín,PRO,BUENOS AIRES,M,1986-01-03,Otras / Sin definir
